"ID","Title","Creator","Owner","Value","Currency of Value","Organization","Organization ID","Pipeline","Contact person","Contact person ID","Stage","Status","Deal created","Update time","Last stage change","Next activity date","Last activity date","Won time","Last email received","Last email sent","Lost time","Deal closed on","Lost reason","Visible to","Total activities","Done activities","Activities to do","Email messages count","Expected close date","Probability","Weighted value","Currency of Weighted value","Product quantity","Product amount","Label","Product name","MRR","Currency of MRR","ARR","Currency of ARR","ACV","Currency of ACV","Source origin","Source origin ID","Source channel","Source channel ID","Archive status","Archive time","Sequence enrollment","Go-Live Target","Property Address","Latitude of Property Address","Longitude of Property Address","Apartment/suite no of Property Address","House number of Property Address","Street/road name of Property Address","District/sublocality of Property Address","City/town/village/locality of Property Address","State/county of Property Address","Region of Property Address","Country of Property Address","ZIP/Postal code of Property Address","Full/combined address of Property Address","Property Type","Qty (clarify; units, beds, sqft)","ARR forecast","Currency of ARR forecast","CapEx ROM:","Currency of CapEx ROM:","ROI/NOI/BOM sheet","Prints/Plans External link","Prints/Plans OW DropBox Link","Lead Source","Technical POC","ICP Segment","Lead Source PPP","Readiness Score","DDI Audit Status","Audit Value","Currency of Audit Value","ARR Expansion Potential","Currency of ARR Expansion Potential"
"369","Ryan Companies deal","Bill Douglas","Bill Douglas","0","USD","Ryan Companies US , Inc.","4428","Sales Pipeline","Preston Underdown","11367","MQL","Open","2023-05-26 12:48:06","2023-05-26 12:48:12","","","","","2021-03-25 23:07:19","2021-03-25 23:12:19","","","","All users","0","0","0","9","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Office and MDU","","0","","0","","","","","Fident Capital","","","","","","0","","0",""
"370","Greystone deal","Bill Douglas","Bill Douglas","0","USD","Greystone","3405","Sales Pipeline","Dameon Thorpe","5172","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","2016-10-11 22:20:32","2017-01-24 16:52:27","","","","All users","0","0","0","5","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"371","Greenslate Management lead","Bill Douglas","Bill Douglas","0","USD","Greenslate Management","4472","Sales Pipeline","Melissa Obermier","11409","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","","","","","","All users","0","0","0","0","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Apartment portfolio","","0","","0","","","","","Dean Koelbel","","","","","","0","","0",""
"372","Cardone Acquisitions deal","Bill Douglas","Bill Douglas","250000","USD","Cardone Acquisitions","3643","Sales Pipeline","Grant Cardone","5493","MQL","Open","2023-05-30 17:47:13","2025-06-23 18:52:45","","","","","2017-07-19 07:27:22","2025-06-23 18:52:41","","","","All users","0","0","0","12","","","250000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","800000","USD","900000","USD","","","","Dupee","","","","","","0","","0",""
"373","Brinkman deal","Bill Douglas","Bill Douglas","0","USD","Brinkman","4091","Sales Pipeline","Kevin Brinkman","6307","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","2019-04-08 17:29:58","2019-02-28 16:44:44","","","","All users","0","0","0","8","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","Sasha Stern","","","","","","0","","0",""
"374","Saunders Construction deal","Bill Douglas","Bill Douglas","0","USD","Saunders Construction","3901","Sales Pipeline","Graham Coddington, P.E., LEED AP","5937","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:19","","","","","2018-03-08 22:04:25","2018-03-08 23:36:01","","","","All users","0","0","0","16","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"375","US Residential deal","Bill Douglas","Bill Douglas","0","USD","US Residential","3899","Sales Pipeline","Laurie Lyons","5936","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","2018-03-06 16:29:02","2018-03-06 00:21:24","","","","All users","0","0","0","5","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"376","Fountain Realty Group deal","Bill Douglas","Bill Douglas","0","USD","Fountain Realty Group","1522","Sales Pipeline","Andrew Morley","2165","MQL","Open","2023-05-30 17:47:13","2025-06-24 12:43:28","","","","","2018-12-20 17:46:58","2025-06-24 12:43:18","","","","All users","0","0","0","4","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"377","MarkIV deals","Bill Douglas","Bill Douglas","0","USD","MarkIV","4442","Sales Pipeline","Jeff Dean","11389","MQL","Open","2023-05-30 17:47:13","2025-06-24 12:43:33","","","","","","2025-06-24 12:43:24","","","","All users","0","0","0","2","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","MFU and MTU","","0","","0","","","","","","","","","","","0","","0",""
"378","Babson Farms deal","Bill Douglas","Bill Douglas","0","USD","Babson Farms","4133","Sales Pipeline","Taylor Kirkpatrick","6363","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:19","","","","","2019-02-28 17:25:54","2019-05-09 19:34:10","","","","All users","0","0","0","14","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","Wimmer","","","","","","0","","0",""
"379","CW Urban deals","Bill Douglas","Bill Douglas","0","USD","CW Urban","4470","Sales Pipeline","CW Urban deals","11408","MQL","Open","2023-05-30 17:47:13","2023-08-21 17:49:45","","","","","2023-08-21 17:44:29","2023-08-21 17:46:30","","","","All users","0","0","0","13","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","Auggie Wasmund","","","","","","0","","0",""
"380","Mass Equities, Inc. deal","Bill Douglas","Bill Douglas","960000","USD","Mass Equities, Inc.","3879","Sales Pipeline","","","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:20","","","","","2018-07-27 18:54:06","2019-04-17 20:23:38","","","","All users","0","0","0","6","","","960000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","2019-03-01","RiNo, Denver, CO, United States","","","","","","","Denver","Colorado","Denver County","United States","","River North Art District, Denver, CO, USA","","400 units","96000","USD","0","","","","","David Thomson","","","","","","0","","0",""
"381","Newmark Grubb Knight Frank deal","Bill Douglas","Bill Douglas","0","USD","Newmark Grubb Knight Frank","3391","Sales Pipeline","","","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:19","","","","","2017-01-31 04:25:53","2017-01-31 16:40:04","","","","All users","0","0","0","13","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","48000","USD","200000","USD","","","","","","","","","","0","","0",""
"382","Strong Refuge Asset Management LLC deal","Bill Douglas","Bill Douglas","0","USD","Strong Refuge Asset Management LLC","3596","Sales Pipeline","Dain Zaitz","5433","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","2017-04-12 22:00:44","2017-06-14 21:35:12","","","","All users","0","0","0","6","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"383","Toro Real Estate Partners deal","Bill Douglas","Bill Douglas","0","USD","Toro Real Estate Partners","3663","Sales Pipeline","","","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","2017-07-05 12:39:31","2019-04-17 20:26:35","","","","All users","0","0","0","10","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"384","Green Slate Development deals","Bill Douglas","Bill Douglas","0","USD","Green Slate Development","4471","Sales Pipeline","Dean Koelbel","5847","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:14","","","","","2022-08-18 16:30:19","2023-02-16 19:33:38","","","","All users","0","0","0","2","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","Dean Koelbel","","","","","","0","","0",""
"385","Kairoiresidential deal","Bill Douglas","Bill Douglas","800000","USD","Kairoi Residential","3948","Sales Pipeline","","","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:20","","","2018-09-11","","2019-05-29 22:49:22","2019-05-30 16:46:53","","","","All users","1","1","0","45","","","800000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","120000","USD","200000","USD","","","","David Thomson","","","","","","0","","0",""
"386","Bascom Group deal","Bill Douglas","Bill Douglas","0","USD","Bascom Group","4142","Sales Pipeline","Paul Zakhary","6387","MQL","Open","2023-05-30 17:47:13","2023-05-30 17:47:20","","","","","2019-06-19 16:05:48","2019-06-19 16:05:48","","","","All users","0","0","0","9","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"387","Prescient deal","Bill Douglas","Bill Douglas","1260000","USD","","","Sales Pipeline","Kari Remmen","6243","MQL","Open","2023-05-30 17:47:14","2023-05-30 17:47:20","","","2018-10-16","","2018-11-13 21:02:39","2018-11-06 21:45:05","","","","All users","2","2","0","5","","","1260000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","250-350 units","140000","USD","280000","USD","","","","wd","","","","","","0","","0",""
"388","Greystar Corporate","Bill Douglas","Karen Freitag","0","USD","Greystar","34","Sales Pipeline","Cris Kimbrough","5970","MQL","Open","2023-05-30 17:47:13","2024-01-12 17:57:26","2024-01-12 17:57:26","","2017-02-23","","2023-10-09 21:18:38","2023-10-09 15:15:11","","","","All users","3","3","0","43","2017-02-23","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","72000","USD","180000","USD","","","","Etre Corporation","","","","","","0","","0",""
"389","Rev360 deal","Bill Douglas","Bill Douglas","0","USD","Rev360","4146","Sales Pipeline","Jamie Roupp","5469","MQL","Open","2023-05-30 17:47:13","2025-06-24 12:43:33","","","2019-05-22","","2020-03-16 16:43:55","2025-06-24 12:43:29","","","","All users","1","1","0","32","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","3600 Brighton Boulevard, Denver, CO, USA","","","","3600","Brighton Boulevard","","Denver","Colorado","Denver County","United States","80216","3600 Brighton Blvd, Denver, CO 80216, USA","Office","150,000 sq ft office in Rino","0","","0","","","","","","","","","","","0","","0",""
"390","The Current - Schnitzerwest deal","Bill Douglas","Bill Douglas","0","USD","Schnitzerwest","4796","Sales Pipeline","Bear Tucker","11995","Proposal Issued","Open","2023-07-18 19:56:24","2025-08-05 16:58:50","","","","","2024-01-16 00:02:16","2025-08-05 16:58:46","","","","All users","0","0","0","55","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","MTU","236 KSF","0","","0","","","","","","","","","","","0","","0",""
"391","Schnitzer West MDU deal","Bill Douglas","Karen Freitag","0","USD","Schnitzer West","4797","Sales Pipeline","Jonny Hendricks","11996","Proposal Issued","Open","2023-07-20 22:42:46","2025-06-24 12:44:02","2023-09-20 02:32:10","","","","2024-02-29 18:43:34","2025-06-24 12:43:54","","","","All users","0","0","0","65","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","6333 Greenwood Plaza Blvd, Greenwood Village, CO 80111","","","","6333","Greenwood Plaza Boulevard","","Centennial","Colorado","Arapahoe County","United States","80111","6333 Greenwood Plaza Blvd, Centennial, CO 80111, USA","MDU","","0","","0","","","","","","","","","","","0","","0",""
"392","Price Brothers - Sky on Main","Karen Freitag","Karen Freitag","0","USD","Price Brothers","4798","Sales Pipeline","Kent Price","11998","Proposal Issued","Lost","2023-07-24 19:50:08","2024-06-12 22:56:44","2023-08-02 18:23:16","","","","2024-03-13 17:11:19","2024-03-13 17:11:19","2024-06-12 22:56:44","2024-06-12 22:56:44","prospect gave this to AT&T after shopping OW","All users","0","0","0","165","2023-10-27","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Multi-family / Multi-tenant","","0","","0","","","","","","","","","","","0","","0",""
"393","Brookfield Properties deal","Bill Douglas","Bill Douglas","0","USD","Brookfield Properties","4799","Sales Pipeline","Loren Morgan","12000","SAL - Engaged Conversations","Open","2023-07-27 15:59:48","2023-07-27 16:00:08","2023-07-27 16:00:08","","","","","2023-07-27 15:57:17","","","","All users","0","0","0","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"394","Mission Rock Residential - Property Management","Karen Freitag","Karen Freitag","0","USD","Mission Rock Residential","4800","Sales Pipeline","Pat Hutchinson","12001","MQL","Open","2023-08-03 17:17:47","2023-08-03 17:21:30","","","","","2023-07-20 20:50:01","2023-07-20 20:50:01","","","","All users","0","0","0","19","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Multi-family Property Management","","0","","0","","","","","","","","","","","0","","0",""
"395","Flora RiNo","Karen Freitag","Karen Freitag","0","USD","Belay Development","4802","Sales Pipeline","Matt Kretzmann","12003","MQL","Open","2023-08-21 18:31:29","2023-08-21 18:41:57","","","","","2023-08-21 18:27:28","2023-08-21 18:27:28","","","","All users","0","0","0","7","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Multifamily","","0","","0","","","","","","","","","","","0","","0",""
"396","The Olivia Apt deal - Joplin, MO Elliott","Bill Douglas","Bill Douglas","0","USD","","","Sales Pipeline","Greg Elliott","4152","MSA Under Review by Prospect","Won","2023-09-12 14:48:06","2023-10-13 14:27:43","2023-10-13 14:27:37","","","2023-10-13 14:27:43","2023-09-25 13:34:53","2023-09-25 12:02:16","","2023-10-13 14:27:43","","All users","0","0","0","22","","","0","","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"397","TRG Raleigh/Durham","Karen Freitag","Karen Freitag","0","USD","Trinsic Residential Group (TRG) - Raleigh/Durham","4803","Sales Pipeline","James Teza","12004","Pre-proposal Docs","Open","2023-09-12 20:16:41","2025-06-24 12:43:52","2023-09-21 21:39:55","","","","2023-09-14 03:33:45","2025-06-24 12:43:44","","","","All users","0","0","0","14","2024-02-29","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","MDU","","0","","0","","","","","Ascend Advisers - Outreach","","","","","","0","","0",""
"398","Arias Family Office deal","Bill Douglas","Bill Douglas","0","USD","Arias Family Office","4804","Sales Pipeline","Tony Airas","12005","SQL - Sales Qualified Lead","Open","2023-12-20 19:00:56","2023-12-20 19:00:57","","","","","","2023-12-20 18:59:38","","","","All users","0","0","0","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"399","EPC Real Estate","Karen Freitag","Karen Freitag","0","USD","EPC Real Estate","4805","Sales Pipeline","Mike McKeen","12006","SQL - Sales Qualified Lead","Open","2024-01-12 00:13:38","2024-01-22 20:43:32","2024-01-22 20:43:32","","","","2023-11-16 17:29:13","2023-11-16 17:29:13","","","","All users","0","0","0","3","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","Multi Family","","0","","0","","","","","","","","","","","0","","0",""
"400","Shea Properties","Karen Freitag","Karen Freitag","0","USD","Shea Properties","4806","Sales Pipeline","John Kilrow","12007","MQL","Open","2024-01-12 00:26:17","2025-10-29 14:52:14","","2025-10-30","2025-10-08","","2023-12-04 06:41:10","2025-10-08 21:17:44","","","","All users","2","1","1","4","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"401","Maverick (Phoenix AZ) Charles Gee - Deal","Karen Freitag","Karen Freitag","0","USD","","","Sales Pipeline","Charles Gee","12008","Proposal Issued","Open","2024-01-12 00:27:15","2025-06-24 12:44:02","2024-03-13 15:27:45","","","","2024-06-11 00:24:07","2025-06-24 12:43:58","","","","All users","0","0","0","76","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"402","Noddle Companies","Karen Freitag","Karen Freitag","0","USD","Noddle Companies","4807","Sales Pipeline","Sam Noddle","12009","SAL - Engaged Conversations","Open","2024-01-12 00:30:37","2024-01-22 20:38:32","2024-01-22 20:38:32","","","","2024-01-16 19:48:21","2024-01-15 18:39:28","","","","All users","0","0","0","21","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"404","Embrey Corporate","Karen Freitag","Karen Freitag","0","USD","Embrey","4809","Sales Pipeline","Bruce Sommerfeldt","12011","SAL - Engaged Conversations","Open","2024-01-12 00:38:12","2024-03-14 16:56:34","2024-01-22 20:38:36","","","","2024-02-26 17:36:37","2024-02-26 17:36:37","","","","All users","0","0","0","22","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"405","Lagniappe Corporate","Karen Freitag","Karen Freitag","0","USD","Lagniappe","4810","Sales Pipeline","Joe Rzewnicki","12012","MQL","Open","2024-01-12 00:39:41","2024-01-16 02:18:03","2024-01-12 00:40:54","","","","2024-01-16 02:17:58","2024-01-11 23:55:13","","","","All users","0","0","0","3","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"406","Constant Services deal","Bill Douglas","Bill Douglas","0","USD","Constant Services","4811","Sales Pipeline","Jonathan Constant","12013","SAL - Engaged Conversations","Open","2024-06-12 22:17:25","2024-06-12 22:17:26","","","","","2024-06-12 20:58:49","","","","","All users","0","0","0","1","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"407","IDEN deal","Bill Douglas","Bill Douglas","0","USD","CBRE","4812","Sales Pipeline","Tekavec, Mark @ Denver-17thSt","12014","SAL - Engaged Conversations","Lost","2024-06-12 22:56:01","2025-08-28 18:59:25","","","","","2024-10-16 14:41:07","2024-10-16 18:20:06","2025-08-28 18:59:24","2025-08-28 18:59:24","CBRE closed within their own or with Tech Svcs group","All users","0","0","0","22","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"408","Suffolk Downs - Granite","Bill Douglas","Bill Douglas","0","USD","Granite Telecommunications","3917","Sales Pipeline","Rob Norton","12015","Proposal Requested by Prospect","Lost","2024-06-18 18:54:20","2025-08-28 18:58:26","","","","","2024-06-17 22:48:50","2024-06-17 23:09:37","2025-08-28 18:58:26","2025-08-28 18:58:26","Granite did not close","All users","0","0","0","2","","","0","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"409","Paramount Insurance: CLOM Catalyst Omaha","Bill Douglas","Bill Douglas","99","USD","CLOM tenant: Paramount Insurance","4813","MTU Tenant Pipeline","Matt Owen","12016","Proposal Made","Open","2025-07-01 18:00:30","2025-10-30 22:41:38","2025-07-03 19:47:07","2025-10-30","2025-10-21","","2025-10-07 19:28:37","2025-10-08 21:46:03","","","","All users","6","5","1","56","2025-07-31","","79.2","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"411","Homebot.AI: CLST Catalyst Denver","Connor Hunt","Connor Hunt","1000","USD","Homebot.AI","4816","MTU Tenant Pipeline","Tammy Powers","12020","Negotiations Started","Won","2025-07-17 23:20:14","2025-08-11 16:46:09","2025-07-18 19:03:58","","","2025-08-11 16:46:09","2025-07-21 00:45:02","","","2025-08-11 16:46:09","","All users","0","0","0","2","2025-07-31","","1000","","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"412","Project Inertia: INRS Industry Rino","Connor Hunt","Connor Hunt","99","USD","Project Inertia","4817","MTU Tenant Pipeline","Brett Truka","12021","Contacted","Lost","2025-07-18 19:05:29","2025-10-02 00:42:14","2025-08-22 01:44:37","","","","","","2025-10-02 00:42:14","2025-10-02 00:42:14","No need","All users","0","0","0","0","","","29.7","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"413","IBZN: QCore EngineWorks Bozeman","Connor Hunt","Connor Hunt","899","USD","QCore","4818","MTU Tenant Pipeline","","","Negotiations Started","Won","2025-07-21 22:30:33","2025-09-03 17:34:57","2025-08-19 21:59:34","","","2025-09-03 17:34:57","","","","2025-09-03 17:34:57","","All users","0","0","0","0","2025-08-29","","899","","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"416","Ritz Carlton - Atlanta","Connor Hunt","Bill Douglas","10000","USD","Ritz Carlton - Atlanta","4819","New Projects Pipeline","Tom Pair","12022","Discovery & Qualification","Open","2025-08-06 00:38:27","2025-09-29 19:54:19","2025-08-06 00:38:41","","2025-09-04","","2025-09-29 19:54:13","2025-09-29 19:30:21","","","","All users","2","2","0","24","2025-12-31","","10000","USD","1","10000","","Audit","0","USD","0","USD","10000","USD","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"417","Banyon Capital - 191 Peachtree Tower Atlanta","Connor Hunt","Bill Douglas","10000","USD","Banyan Street Capital","4820","New Projects Pipeline","Zach Gruber","12023","SQL","Open","2025-08-06 00:48:02","2025-10-29 02:59:26","","","2025-09-04","","","","","","","All users","1","1","0","0","2025-12-31","","10000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"419","Pacific North - Prospect Ridge Ft Collins","Connor Hunt","Bill Douglas","50000","USD","Pacific North","4821","New Projects Pipeline","Vinny English","12024","DDI Review Proposed","Open","2025-08-07 22:07:48","2025-10-30 22:41:38","2025-09-15 23:50:19","2025-10-31","2025-10-29","","2025-09-24 22:34:53","2025-10-07 16:00:29","","","","All users","6","5","1","25","2025-12-31","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"424","BBRC Group: Greenfield (Next Project)","Connor Hunt","Bill Douglas","50000","USD","BBRC Group","4822","New Projects Pipeline","Ryan Bradford","12025","Discovery & Qualification","Open","2025-08-13 18:34:03","2025-10-29 02:23:26","2025-08-13 18:34:10","2025-10-29","2025-10-16","","2025-09-30 23:40:21","2025-09-30 23:40:19","","","","All users","2","1","1","9","2026-03-31","","50000","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"425","JHUB: VVK Agency","Connor Hunt","Bill Douglas","700","USD","VVK Agency","4823","MTU Tenant Pipeline","","","Negotiations Started","Open","2025-08-14 01:53:08","2025-10-30 22:41:38","2025-08-19 21:59:32","2025-10-30","","","","","","","","All users","1","0","1","0","","","630","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"426","IDET/JHUB: Apex Digital Solutions","Connor Hunt","Bill Douglas","350","USD","Apex Digital Solutions","4826","MTU Tenant Pipeline","Tom Egan","12027","Solution Defined","Open","2025-08-19 22:03:55","2025-10-30 22:41:39","2025-09-03 17:37:31","2025-10-30","","","","","","","","All users","1","0","1","0","","","175","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"427","INRS: Laporte Consultants","Connor Hunt","Connor Hunt","300","USD","Laporte Consultants","4828","MTU Tenant Pipeline","Levi Mills","12029","Contacted","Lost","2025-08-20 00:57:33","2025-10-01 21:00:26","2025-08-20 00:57:37","","","","2025-09-30 19:24:31","2025-09-30 19:56:53","2025-08-21 16:17:22","2025-08-21 16:17:22","NO other needs","All users","0","0","0","3","2025-09-30","","90","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"428","ISLC: Blyncsy","Connor Hunt","Bill Douglas","75","USD","Blyncsy","4829","MTU Tenant Pipeline","","","Solution Defined","Open","2025-08-20 17:38:30","2025-10-30 22:41:39","","2025-10-30","","","","","","","","All users","1","0","1","0","2025-08-29","","37.5","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"431","IBZN: DOWL","Connor Hunt","Bill Douglas","95","USD","DOWL","4832","MTU Tenant Pipeline","Rhetta Rau","12033","Proposal Made","Open","2025-08-22 01:26:14","2025-10-30 22:41:39","2025-09-26 17:12:37","","2025-10-21","","2025-09-26 19:35:15","2025-09-26 18:48:50","","","","All users","7","7","0","11","2025-10-31","","76","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"432","Apex Digital Solutions deal","Connor Hunt","Connor Hunt","250","USD","Apex Digital Solutions","4826","MTU Tenant Pipeline","Tom Egan","12027","Contacted","Lost","2025-08-22 01:44:25","2025-08-22 01:45:18","2025-08-22 01:44:29","","","","","","2025-08-22 01:45:18","2025-08-22 01:45:18","Duplicate","All users","0","0","0","0","","","75","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"433","IRNS: Novel Engineering","Connor Hunt","Connor Hunt","95","USD","Novel Engineering","4833","MTU Tenant Pipeline","Adam Seiwert","12034","Solution Defined","Lost","2025-08-22 21:25:13","2025-10-13 17:46:15","2025-09-03 17:37:37","","","","2025-10-09 19:39:25","2025-10-09 19:20:48","2025-09-04 19:56:03","2025-09-04 19:56:03","No services needed","All users","0","0","0","17","2025-09-30","","47.5","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
"434","IRNS: Novel Engineering","Connor Hunt","Connor Hunt","95","USD","Novel Engineering","4833","MTU Tenant Pipeline","Adam Seiwert","12034","Contacted","Lost","2025-08-25 20:24:26","2025-09-04 19:55:41","2025-08-25 20:24:29","","","","","","2025-09-04 19:55:41","2025-09-04 19:55:41","N/A","All users","0","0","0","0","","","28.5","USD","","","","","0","","0","","0","","Manually created","","","","Not archived","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","0","","0",""
